date,code,market,volume_shares
2026-09-16,3019,上市,6039368
2026-09-17,3019,上市,2606065
2026-09-18,3019,上市,2259857
2026-09-21,3019,上市,2259857
2026-09-14,3034,上市,3546048
2026-09-15,3034,上市,3608523
2026-09-16,3034,上市,2987298
2026-09-17,3034,上市,2264012
2026-09-18,3034,上市,4760155
2026-09-21,3034,上市,4760155
2026-09-14,3035,上市,2897724
2026-09-15,3035,上市,1298444
2026-09-16,3035,上市,1179558
2026-09-17,3035,上市,3654978
2026-09-18,3035,上市,9197865
2026-09-21,3035,上市,9197865
2026-09-14,3036,上市,3964216
2026-09-15,3036,上市,7214663
2026-09-16,3036,上市,7596677
2026-09-17,3036,上市,18950036
2026-09-18,3036,上市,12750358
2026-09-21,3036,上市,12750358
2026-09-14,3037,上市,13143338
2026-09-15,3037,上市,9646657
2026-09-16,3037,上市,11860204
2026-09-17,3037,上市,16743181
2026-09-18,3037,上市,14576719
2026-09-21,3037,上市,14576719
2026-09-14,3042,上市,6149550
2026-09-15,3042,上市,8407802
2026-09-16,3042,上市,13592217
2026-09-17,3042,上市,12530454
2026-09-18,3042,上市,10365783
2026-09-21,3042,上市,10365783
2026-09-14,3044,上市,2844808
2026-09-15,3044,上市,2732822
2026-09-16,3044,上市,3359354
2026-09-17,3044,上市,4794495
2026-09-18,3044,上市,4722978
2026-09-21,3044,上市,4722978
2026-09-14,3045,上市,4598994
2026-09-15,3045,上市,10604689
2026-09-16,3045,上市,8257070
2026-09-17,3045,上市,5985415
2026-09-18,3045,上市,18171327
2026-09-21,3045,上市,18171327
2026-09-14,3078,上櫃,357000
2026-09-15,3078,上櫃,339000
2026-09-16,3078,上櫃,1075000
2026-09-17,3078,上櫃,486000
2026-09-18,3078,上櫃,801000
2026-09-21,3078,上櫃,1013026
2026-09-14,3081,上櫃,2614000
2026-09-15,3081,上櫃,2210000
2026-09-16,3081,上櫃,5534000
2026-09-17,3081,上櫃,4058000
2026-09-18,3081,上櫃,3166000
2026-09-21,3081,上櫃,2735599
2026-09-14,3105,上櫃,13412000
2026-09-15,3105,上櫃,35312000
2026-09-16,3105,上櫃,28852000
2026-09-17,3105,上櫃,46836000
2026-09-18,3105,上櫃,43288000
2026-09-21,3105,上櫃,23656194
2026-09-14,3152,上櫃,49000
2026-09-15,3152,上櫃,51000
2026-09-16,3152,上櫃,77000
2026-09-17,3152,上櫃,90000
2026-09-18,3152,上櫃,62000
2026-09-21,3152,上櫃,52357
2026-09-14,3189,上市,11217499
2026-09-15,3189,上市,7509520
2026-09-16,3189,上市,10957053
2026-09-17,3189,上市,15730754
2026-09-18,3189,上市,18317821
2026-09-21,3189,上市,18317821
2026-09-14,3211,上櫃,2313000
2026-09-15,3211,上櫃,1875000
2026-09-16,3211,上櫃,2578000
2026-09-17,3211,上櫃,2265000
2026-09-18,3211,上櫃,1570000
2026-09-21,3211,上櫃,8930051
2026-09-14,3227,上櫃,499000
2026-09-15,3227,上櫃,518000
2026-09-16,3227,上櫃,447000
2026-09-17,3227,上櫃,659000
2026-09-18,3227,上櫃,598000
2026-09-21,3227,上櫃,550243
2026-09-14,3231,上市,36189051
2026-09-15,3231,上市,21186201
2026-09-16,3231,上市,32629615
2026-09-17,3231,上市,31292426
2026-09-18,3231,上市,44060071
2026-09-21,3231,上市,44060071
2026-09-14,3260,上櫃,4422000
2026-09-15,3260,上櫃,5888000
2026-09-16,3260,上櫃,3285000
2026-09-17,3260,上櫃,3486000
2026-09-18,3260,上櫃,6708000
2026-09-21,3260,上櫃,4765216
2026-09-14,3264,上櫃,5193000
2026-09-15,3264,上櫃,4528000
2026-09-16,3264,上櫃,3470000
2026-09-17,3264,上櫃,20984000
2026-09-18,3264,上櫃,28853000
2026-09-21,3264,上櫃,27190269
2026-09-14,3293,上櫃,743000
2026-09-15,3293,上櫃,802000
2026-09-16,3293,上櫃,1133000
2026-09-17,3293,上櫃,1994000
2026-09-18,3293,上櫃,4085000
2026-09-21,3293,上櫃,1111363
2026-09-14,3324,上櫃,883000
2026-09-15,3324,上櫃,4170000
2026-09-16,3324,上櫃,4701000
2026-09-17,3324,上櫃,6331000
2026-09-18,3324,上櫃,8136000
2026-09-21,3324,上櫃,4072868
2026-09-14,3374,上櫃,17313000
2026-09-15,3374,上櫃,7868000
2026-09-16,3374,上櫃,12851000
2026-09-17,3374,上櫃,12866000
2026-09-18,3374,上櫃,13489000
2026-09-21,3374,上櫃,10028683
2026-09-14,3376,上市,8310442
2026-09-15,3376,上市,6133879
2026-09-16,3376,上市,4033824
2026-09-17,3376,上市,2385744
2026-09-18,3376,上市,2503624
2026-09-21,3376,上市,2503624
2026-09-14,3380,上市,2563653
2026-09-15,3380,上市,1117376
2026-09-16,3380,上市,1395282
2026-09-17,3380,上市,2338685
2026-09-18,3380,上市,1524750
2026-09-21,3380,上市,1524750
2026-09-14,3406,上市,4840043
2026-09-15,3406,上市,9449175
2026-09-16,3406,上市,4089353
2026-09-17,3406,上市,10750888
2026-09-18,3406,上市,8014269
2026-09-21,3406,上市,8014269
2026-09-14,3443,上市,2640389
2026-09-15,3443,上市,2199061
2026-09-16,3443,上市,1261412
2026-09-17,3443,上市,2334082
2026-09-18,3443,上市,2735598
2026-09-21,3443,上市,2735598
2026-09-14,3481,上市,108945391
2026-09-15,3481,上市,77381620
2026-09-16,3481,上市,99548905
2026-09-17,3481,上市,140533721
2026-09-18,3481,上市,128581460
2026-09-21,3481,上市,128581460
2026-09-14,3529,上櫃,1270000
2026-09-15,3529,上櫃,881000
2026-09-16,3529,上櫃,523000
2026-09-17,3529,上櫃,1007000
2026-09-18,3529,上櫃,1414000
2026-09-21,3529,上櫃,914462
2026-09-14,3532,上市,5381568
2026-09-15,3532,上市,9430827
2026-09-16,3532,上市,7746606
2026-09-17,3532,上市,9584549
2026-09-18,3532,上市,6778115
2026-09-21,3532,上市,6778115
2026-09-14,3533,上市,719459
2026-09-15,3533,上市,746610
2026-09-16,3533,上市,837111
2026-09-17,3533,上市,841164
2026-09-18,3533,上市,692613
2026-09-21,3533,上市,692613
2026-09-14,3552,上櫃,91000
2026-09-15,3552,上櫃,162000
2026-09-16,3552,上櫃,135000
2026-09-17,3552,上櫃,84000
2026-09-18,3552,上櫃,2884000
2026-09-21,3552,上櫃,1051841
2026-09-14,3653,上市,988731
2026-09-15,3653,上市,2469366
2026-09-16,3653,上市,1608326
2026-09-17,3653,上市,970920
2026-09-18,3653,上市,1052328
2026-09-21,3653,上市,1052328
2026-09-14,3661,上市,2098835
2026-09-15,3661,上市,2699862
2026-09-16,3661,上市,1986894
2026-09-17,3661,上市,3207956
2026-09-18,3661,上市,5093871
2026-09-21,3661,上市,5093871
2026-09-14,3665,上市,2220323
2026-09-15,3665,上市,2594783
2026-09-16,3665,上市,2539303
2026-09-17,3665,上市,3284559
2026-09-18,3665,上市,6471964
2026-09-21,3665,上市,6471964
2026-09-14,3673,上市,4385449
2026-09-15,3673,上市,2301828
2026-09-16,3673,上市,3259727
2026-09-17,3673,上市,2864782
2026-09-18,3673,上市,2447647
2026-09-21,3673,上市,2447647
2026-09-14,3680,上櫃,1157000
2026-09-15,3680,上櫃,1315000
2026-09-16,3680,上櫃,1273000
2026-09-17,3680,上櫃,1980000
2026-09-18,3680,上櫃,1417000
2026-09-21,3680,上櫃,2047803
2026-09-14,3691,上櫃,272000
2026-09-15,3691,上櫃,139000
2026-09-16,3691,上櫃,153000
2026-09-17,3691,上櫃,194000
2026-09-18,3691,上櫃,203000
2026-09-21,3691,上櫃,1070507
2026-09-14,3702,上市,5927398
2026-09-15,3702,上市,4409655
2026-09-16,3702,上市,7003594
2026-09-17,3702,上市,12125324
2026-09-18,3702,上市,14990819
2026-09-21,3702,上市,14990819
2026-09-14,3706,上市,8681870
2026-09-15,3706,上市,7205968
2026-09-16,3706,上市,4322540
2026-09-17,3706,上市,7653188
2026-09-18,3706,上市,5873344
2026-09-21,3706,上市,5873344
2026-09-14,3711,上市,9475938
2026-09-15,3711,上市,14790324
2026-09-16,3711,上市,9509979
2026-09-17,3711,上市,11193901
2026-09-18,3711,上市,27928565
2026-09-21,3711,上市,27928565
2026-09-14,3714,上市,4988883
2026-09-15,3714,上市,3640157
2026-09-16,3714,上市,10803088
2026-09-17,3714,上市,17654106
2026-09-18,3714,上市,18867951
2026-09-21,3714,上市,18867951
2026-09-14,3718,上櫃,5424000
2026-09-15,3718,上櫃,6222000
2026-09-16,3718,上櫃,5315000
2026-09-17,3718,上櫃,3196000
2026-09-18,3718,上櫃,3383000
2026-09-21,3718,上櫃,2748188
2026-09-14,4123,上櫃,889000
2026-09-15,4123,上櫃,1119000
2026-09-16,4123,上櫃,1421000
2026-09-17,4123,上櫃,1122000
2026-09-18,4123,上櫃,1410000
2026-09-21,4123,上櫃,943566
2026-09-14,4128,上櫃,560000
2026-09-15,4128,上櫃,459000
2026-09-16,4128,上櫃,359000
2026-09-17,4128,上櫃,497000
2026-09-18,4128,上櫃,4180000
2026-09-21,4128,上櫃,754900
2026-09-14,4162,上櫃,198000
2026-09-15,4162,上櫃,214000
2026-09-16,4162,上櫃,199000
2026-09-17,4162,上櫃,337000
2026-09-18,4162,上櫃,201000
2026-09-21,4162,上櫃,193445
2026-09-14,4736,上市,183994
2026-09-15,4736,上市,126080
2026-09-16,4736,上市,152975
2026-09-17,4736,上市,322400
2026-09-18,4736,上市,307272
2026-09-21,4736,上市,307272
2026-09-14,4743,上櫃,817000
2026-09-15,4743,上櫃,720000
2026-09-16,4743,上櫃,532000
2026-09-17,4743,上櫃,738000
2026-09-18,4743,上櫃,1340000
2026-09-21,4743,上櫃,765945
2026-09-14,4904,上市,2183218
2026-09-15,4904,上市,4578462
2026-09-16,4904,上市,6256302
2026-09-17,4904,上市,7012403
2026-09-18,4904,上市,12676593
2026-09-21,4904,上市,12676593
2026-09-14,4919,上市,3067421
2026-09-15,4919,上市,2297812
2026-09-16,4919,上市,2771263
2026-09-17,4919,上市,2095303
2026-09-18,4919,上市,6752199
2026-09-21,4919,上市,6752199
2026-09-14,4938,上市,4745706
2026-09-15,4938,上市,7402017
2026-09-16,4938,上市,6698604
2026-09-17,4938,上市,7287528
2026-09-18,4938,上市,9060950
2026-09-21,4938,上市,9060950
2026-09-14,4958,上市,18946773
2026-09-15,4958,上市,19168557
2026-09-16,4958,上市,21886748
2026-09-17,4958,上市,26008525
2026-09-18,4958,上市,29899628
2026-09-21,4958,上市,29899628
2026-09-14,5009,上櫃,1883000
2026-09-15,5009,上櫃,1410000
2026-09-16,5009,上櫃,626000
2026-09-17,5009,上櫃,815000
2026-09-18,5009,上櫃,1723000
2026-09-21,5009,上櫃,944619
2026-09-14,5269,上市,381292
2026-09-15,5269,上市,283562
2026-09-16,5269,上市,1571251
2026-09-17,5269,上市,888674
2026-09-18,5269,上市,775736
2026-09-21,5269,上市,775736
2026-09-14,5274,上櫃,208000
2026-09-15,5274,上櫃,113000
2026-09-16,5274,上櫃,163000
2026-09-17,5274,上櫃,167000
2026-09-18,5274,上櫃,226000
2026-09-21,5274,上櫃,160938
2026-09-14,5347,上櫃,6639000
2026-09-15,5347,上櫃,8697000
2026-09-16,5347,上櫃,7070000
2026-09-17,5347,上櫃,30492000
2026-09-18,5347,上櫃,32000000
2026-09-21,5347,上櫃,16305989
2026-09-14,5388,上市,1233523
2026-09-15,5388,上市,1657783
2026-09-16,5388,上市,1808126
2026-09-17,5388,上市,2093845
2026-09-18,5388,上市,1902797
2026-09-21,5388,上市,1902797
2026-09-14,5425,上櫃,13189000
2026-09-15,5425,上櫃,14639000
2026-09-16,5425,上櫃,25123000
2026-09-17,5425,上櫃,14436000
2026-09-18,5425,上櫃,7140000
2026-09-21,5425,上櫃,3222830
2026-09-14,5457,上櫃,693000
2026-09-15,5457,上櫃,622000
2026-09-16,5457,上櫃,408000
2026-09-17,5457,上櫃,258000
2026-09-18,5457,上櫃,4497000
2026-09-21,5457,上櫃,2707696
2026-09-14,5483,上櫃,6937000
2026-09-15,5483,上櫃,12020000
2026-09-16,5483,上櫃,8853000
2026-09-17,5483,上櫃,18401000
2026-09-18,5483,上櫃,19121000
2026-09-21,5483,上櫃,11450170
2026-09-14,5534,上市,446691
2026-09-15,5534,上市,712436
2026-09-16,5534,上市,543655
2026-09-17,5534,上市,329430
2026-09-18,5534,上市,1632659
2026-09-21,5534,上市,1632659
2026-09-14,5871,上市,5931349
2026-09-15,5871,上市,4767486
2026-09-16,5871,上市,4687527
2026-09-17,5871,上市,3409288
2026-09-18,5871,上市,8033755
2026-09-21,5871,上市,8033755
2026-09-14,5876,上市,9082786
2026-09-15,5876,上市,5628831
2026-09-16,5876,上市,6244581
2026-09-17,5876,上市,6710336
2026-09-18,5876,上市,10090377
2026-09-21,5876,上市,10090377
2026-09-14,5880,上市,22723824
2026-09-15,5880,上市,23217099
2026-09-16,5880,上市,19851298
2026-09-17,5880,上市,20508852
2026-09-18,5880,上市,30844955
2026-09-21,5880,上市,30844955
2026-09-14,5904,上櫃,3294000
2026-09-15,5904,上櫃,3922000
2026-09-16,5904,上櫃,4461000
2026-09-17,5904,上櫃,12779000
2026-09-18,5904,上櫃,5788000
2026-09-21,5904,上櫃,4907233
2026-09-14,6005,上市,3957126
2026-09-15,6005,上市,9479912
2026-09-16,6005,上市,9755873
2026-09-17,6005,上市,6321704
2026-09-18,6005,上市,10227792
2026-09-21,6005,上市,10227792
2026-09-14,6116,上市,24282099
2026-09-15,6116,上市,12653885
2026-09-16,6116,上市,16856838
2026-09-17,6116,上市,18960049
2026-09-18,6116,上市,16464654
2026-09-21,6116,上市,16464654
2026-09-14,6121,上櫃,250000
2026-09-15,6121,上櫃,310000
2026-09-16,6121,上櫃,498000
2026-09-17,6121,上櫃,604000
2026-09-18,6121,上櫃,1747000
2026-09-21,6121,上櫃,603944
2026-09-14,6139,上市,1351218
2026-09-15,6139,上市,2055879
2026-09-16,6139,上市,1697549
2026-09-17,6139,上市,2157163
2026-09-18,6139,上市,4528809
2026-09-21,6139,上市,4528809
2026-09-14,6147,上櫃,41513000
2026-09-15,6147,上櫃,63670000
2026-09-16,6147,上櫃,64262000
2026-09-17,6147,上櫃,70040000
2026-09-18,6147,上櫃,72627000
2026-09-21,6147,上櫃,41149853
2026-09-14,6153,上市,1427385
2026-09-15,6153,上市,1389536
2026-09-16,6153,上市,1245378
2026-09-17,6153,上市,1457086
2026-09-18,6153,上市,4015623
2026-09-21,6153,上市,4015623
2026-09-14,6173,上櫃,25410000
2026-09-15,6173,上櫃,28887000
2026-09-16,6173,上櫃,27771000
2026-09-17,6173,上櫃,25894000
2026-09-18,6173,上櫃,18216000
2026-09-21,6173,上櫃,13526569
2026-09-14,6176,上市,5803862
2026-09-15,6176,上市,1969799
2026-09-16,6176,上市,1338307
2026-09-17,6176,上市,1660971
2026-09-18,6176,上市,3847500
2026-09-21,6176,上市,3847500
2026-09-14,6182,上櫃,17900000
2026-09-15,6182,上櫃,40338000
2026-09-16,6182,上櫃,44614000
2026-09-17,6182,上櫃,58463000
2026-09-18,6182,上櫃,64336000
2026-09-21,6182,上櫃,46173978
2026-09-14,6188,上櫃,591000
2026-09-15,6188,上櫃,448000
2026-09-16,6188,上櫃,693000
2026-09-17,6188,上櫃,536000
2026-09-18,6188,上櫃,678000
2026-09-21,6188,上櫃,476885
2026-09-14,6213,上市,10165821
2026-09-15,6213,上市,11540383
2026-09-16,6213,上市,21280091
2026-09-17,6213,上市,37381131
2026-09-18,6213,上市,22460318
2026-09-21,6213,上市,22460318
2026-09-14,6223,上櫃,522000
2026-09-15,6223,上櫃,612000
2026-09-16,6223,上櫃,397000
2026-09-17,6223,上櫃,747000
2026-09-18,6223,上櫃,741000
2026-09-21,6223,上櫃,1178248
2026-09-14,6239,上市,7089592
2026-09-15,6239,上市,7964169
2026-09-16,6239,上市,6854413
2026-09-17,6239,上市,13168497
2026-09-18,6239,上市,20546917
2026-09-21,6239,上市,20546917
2026-09-14,6245,上櫃,3240000
2026-09-15,6245,上櫃,2029000
2026-09-16,6245,上櫃,792000
2026-09-17,6245,上櫃,946000
2026-09-18,6245,上櫃,702000
2026-09-21,6245,上櫃,2302253
2026-09-14,6257,上市,3119037
2026-09-15,6257,上市,2791002
2026-09-16,6257,上市,3109254
2026-09-17,6257,上市,19035481
2026-09-18,6257,上市,36727856
2026-09-21,6257,上市,36727856
2026-09-14,6269,上市,3565607
2026-09-15,6269,上市,2615223
2026-09-16,6269,上市,2523412
2026-09-17,6269,上市,2709677
2026-09-18,6269,上市,4387337
2026-09-21,6269,上市,4387337
2026-09-14,6271,上市,2105262
2026-09-15,6271,上市,6201502
2026-09-16,6271,上市,2718739
2026-09-17,6271,上市,4871036
2026-09-18,6271,上市,3398861
2026-09-21,6271,上市,3398861
2026-09-14,6274,上櫃,7142000
2026-09-15,6274,上櫃,6447000
2026-09-16,6274,上櫃,6899000
2026-09-17,6274,上櫃,21653000
2026-09-18,6274,上櫃,9241000
2026-09-21,6274,上櫃,11543152
2026-09-14,6278,上市,1629631
2026-09-15,6278,上市,1557487
2026-09-16,6278,上市,2342952
2026-09-17,6278,上市,2460456
2026-09-18,6278,上市,3987784
2026-09-21,6278,上市,3987784
2026-09-14,6279,上櫃,232000
2026-09-15,6279,上櫃,233000
2026-09-16,6279,上櫃,184000
2026-09-17,6279,上櫃,273000
2026-09-18,6279,上櫃,481000
2026-09-21,6279,上櫃,394094
2026-09-14,6282,上市,3148192
2026-09-15,6282,上市,3732535
2026-09-16,6282,上市,3168091
2026-09-17,6282,上市,2951116
2026-09-18,6282,上市,2979422
2026-09-21,6282,上市,2979422
2026-09-14,6285,上市,2139358
2026-09-15,6285,上市,2429329
2026-09-16,6285,上市,4239436
2026-09-17,6285,上市,3711605
2026-09-18,6285,上市,4485576
2026-09-21,6285,上市,4485576
2026-09-14,6290,上櫃,1464000
2026-09-15,6290,上櫃,1629000
2026-09-16,6290,上櫃,2852000
2026-09-17,6290,上櫃,4382000
2026-09-18,6290,上櫃,9008000
2026-09-21,6290,上櫃,3188908
2026-09-14,6414,上市,658353
2026-09-15,6414,上市,882570
2026-09-16,6414,上市,1124779
2026-09-17,6414,上市,1136338
2026-09-18,6414,上市,695350
2026-09-21,6414,上市,695350
2026-09-14,6443,上市,3571378
2026-09-15,6443,上市,3113764
2026-09-16,6443,上市,4067362
2026-09-17,6443,上市,3522880
2026-09-18,6443,上市,10928041
2026-09-21,6443,上市,10928041
2026-09-14,6472,上市,282241
2026-09-15,6472,上市,460996
2026-09-16,6472,上市,410320
2026-09-17,6472,上市,835861
2026-09-18,6472,上市,1690749
2026-09-21,6472,上市,1690749
2026-09-14,6488,上櫃,3954000
2026-09-15,6488,上櫃,7277000
2026-09-16,6488,上櫃,6476000
2026-09-17,6488,上櫃,9793000
2026-09-18,6488,上櫃,15354000
2026-09-21,6488,上櫃,6946339
2026-09-14,6505,上市,26088377
2026-09-15,6505,上市,17586676
2026-09-16,6505,上市,24128549
2026-09-17,6505,上市,36254128
2026-09-18,6505,上市,23493760
2026-09-21,6505,上市,23493760
2026-09-14,6510,上櫃,830000
2026-09-15,6510,上櫃,767000
2026-09-16,6510,上櫃,663000
2026-09-17,6510,上櫃,639000
2026-09-18,6510,上櫃,450000
2026-09-21,6510,上櫃,1404601
2026-09-14,6526,上市,255880
2026-09-15,6526,上市,202854
2026-09-16,6526,上市,398507
2026-09-17,6526,上市,443827
2026-09-18,6526,上市,2751706
2026-09-21,6526,上市,2751706
2026-09-14,6547,上櫃,5796000
2026-09-15,6547,上櫃,2531000
2026-09-16,6547,上櫃,2486000
2026-09-17,6547,上櫃,2311000
2026-09-18,6547,上櫃,4709000
2026-09-21,6547,上櫃,2651679
2026-09-14,6669,上市,1985361
2026-09-15,6669,上市,2767688
2026-09-16,6669,上市,9125545
2026-09-17,6669,上市,5761930
2026-09-18,6669,上市,4839353
2026-09-21,6669,上市,4839353
2026-09-14,6757,上市,299330
2026-09-15,6757,上市,920004
2026-09-16,6757,上市,624216
2026-09-17,6757,上市,398011
2026-09-18,6757,上市,621991
2026-09-21,6757,上市,621991
2026-09-14,6770,上市,90532617
2026-09-15,6770,上市,162022743
2026-09-16,6770,上市,91880819
2026-09-17,6770,上市,119460580
2026-09-18,6770,上市,175587517
2026-09-21,6770,上市,175587517
2026-09-14,8039,上市,14851591
2026-09-15,8039,上市,17266429
2026-09-16,8039,上市,12424803
2026-09-17,8039,上市,22338443
2026-09-18,8039,上市,18951532
2026-09-21,8039,上市,18951532
2026-09-14,8044,上櫃,269000
2026-09-15,8044,上櫃,259000
2026-09-16,8044,上櫃,124000
2026-09-17,8044,上櫃,435000
2026-09-18,8044,上櫃,4015000
2026-09-21,8044,上櫃,858607
2026-09-14,8046,上市,6139066
2026-09-15,8046,上市,7742890
2026-09-16,8046,上市,7955496
2026-09-17,8046,上市,8133171
2026-09-18,8046,上市,10172303
2026-09-21,8046,上市,10172303
2026-09-14,8069,上櫃,3958000
2026-09-15,8069,上櫃,3738000
2026-09-16,8069,上櫃,3873000
2026-09-17,8069,上櫃,5033000
2026-09-18,8069,上櫃,10014000
2026-09-21,8069,上櫃,5338636
2026-09-14,8086,上櫃,1608000
2026-09-15,8086,上櫃,1829000
2026-09-16,8086,上櫃,1877000
2026-09-17,8086,上櫃,3018000
2026-09-18,8086,上櫃,2499000
2026-09-21,8086,上櫃,1663032
2026-09-14,8112,上市,4438980
2026-09-15,8112,上市,3987720
2026-09-16,8112,上市,4889102
2026-09-17,8112,上市,5188936
2026-09-18,8112,上市,4809582
2026-09-21,8112,上市,4809582
2026-09-14,8150,上市,10859992
2026-09-15,8150,上市,11605119
2026-09-16,8150,上市,8426884
2026-09-17,8150,上市,15264426
2026-09-18,8150,上市,41434324
2026-09-21,8150,上市,41434324
2026-09-14,8163,上市,357693
2026-09-15,8163,上市,617702
2026-09-16,8163,上市,478881
2026-09-17,8163,上市,349519
2026-09-18,8163,上市,669921
2026-09-21,8163,上市,669921
2026-09-14,8299,上櫃,2062000
2026-09-15,8299,上櫃,2009000
2026-09-16,8299,上櫃,2818000
2026-09-17,8299,上櫃,2601000
2026-09-18,8299,上櫃,6143000
2026-09-21,8299,上櫃,4591782
2026-09-14,8358,上櫃,33278000
2026-09-15,8358,上櫃,26088000
2026-09-16,8358,上櫃,19871000
2026-09-17,8358,上櫃,29702000
2026-09-18,8358,上櫃,4278000
2026-09-21,8358,上櫃,2345558
2026-09-14,8436,上櫃,280000
2026-09-15,8436,上櫃,326000
2026-09-16,8436,上櫃,1736000
2026-09-17,8436,上櫃,2510000
2026-09-18,8436,上櫃,648000
2026-09-21,8436,上櫃,352995
2026-09-14,8932,上櫃,1609000
2026-09-15,8932,上櫃,2886000
2026-09-16,8932,上櫃,2302000
2026-09-17,8932,上櫃,1194000
2026-09-18,8932,上櫃,2043000
2026-09-21,8932,上櫃,2274734
2026-09-14,9904,上市,7377138
2026-09-15,9904,上市,6567302
2026-09-16,9904,上市,12968117
2026-09-17,9904,上市,14262042
2026-09-18,9904,上市,19788623
2026-09-21,9904,上市,19788623
2026-09-14,9914,上市,3490279
2026-09-15,9914,上市,2615301
2026-09-16,9914,上市,1374165
2026-09-17,9914,上市,1187634
2026-09-18,9914,上市,1808491
2026-09-21,9914,上市,1808491
2026-09-14,9938,上市,1421848
2026-09-15,9938,上市,875487
2026-09-16,9938,上市,866776
2026-09-17,9938,上市,815942
2026-09-18,9938,上市,1438252
2026-09-21,9938,上市,1438252
2026-09-14,9939,上市,779922
2026-09-15,9939,上市,820511
2026-09-16,9939,上市,268156
2026-09-17,9939,上市,338344
2026-09-18,9939,上市,638601
2026-09-21,9939,上市,638601
2026-09-14,9945,上市,2798187
2026-09-15,9945,上市,3583516
2026-09-16,9945,上市,4061805
2026-09-17,9945,上市,10535444
2026-09-18,9945,上市,11972321
2026-09-21,9945,上市,11972321
2026-09-14,9958,上市,867635
2026-09-15,9958,上市,1329255
2026-09-16,9958,上市,5815544
2026-09-17,9958,上市,2073073
2026-09-18,9958,上市,2733414
2026-09-21,9958,上市,2733414
